0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,0
1,31
2,30
3,29
4,28
5,27
6,26
7,25
8,24
9,23
10,22
11,21
12,20
13,19
14,18
15,17
2,31
2,29
3,28
5,28
6,27
7,26
8,25
8,23
9,22
10,21
11,20
13,20
14,19
14,17
